x,y
-1.04514683031,1.49897622575
0.257593515507,-1.20381258199
-1.95939459612,8.01619811789
-1.50780765744,2.33862688468
-0.315292068916,2.46184410626
0.858178859482,1.12994284898
0.0713429913299,-1.36715184893
-2.29230927679,12.5120370567
-1.41555248814,3.12879332926
0.885829401997,-2.41791009021
0.631901870379,2.08156154014
0.0402603509354,-1.26808695505
-0.903122883581,4.32644821464
0.175322672949,-3.62470554992
0.194430890356,-2.25505212849
-0.535249023116,0.0425069429688
0.777351205503,-0.530400194061
0.171338452948,-2.0435808382
-0.442851439474,0.923776709767
1.70490377199,0.252275507915
0.9243458535,-2.57264249501
-1.30486124098,3.46738079531
-0.380575035439,-0.0554893363737
-0.743627010285,1.00727911108
-0.43712177454,-0.00564270201342
-0.426450092493,0.0835679421605
1.3814073031,1.39322331319
0.0983705120833,-2.10759134787
-0.369457483333,-0.792684333962
-1.27321995083,4.88111446943
1.01498680293,1.50850434251
-1.48105970996,4.60011772574
-0.287099893443,2.33045240837
-0.0568242815173,-1.94025881858
-0.788105106912,1.65912016737
0.0677097875974,-0.593733870474
-1.038905926,0.854209546408
-0.263677446984,-1.7097252604
0.538250568592,-1.01508146473
1.52826024614,-0.0958464120707
1.95667685235,3.77570603952
0.478200352229,-1.51102753106
0.119345209747,-2.22988432993
-0.857465205523,2.00823186341
-0.76194780405,2.51497115326
0.639304899003,-0.21631737976
0.0475260531989,0.99431849729
3.1148336549,12.2040338316
-0.532461593016,-0.714212521366
0.345583675897,1.72813231774
-0.425514042991,0.58087381756
-2.23877137603,11.2784833821
1.75539695931,0.514996032385
-0.264193363105,2.37915155445
0.846294467494,-1.38723807314
2.08673250098,2.55711870716
0.526478312302,1.29776103828
0.983809002142,-1.66181351097
-1.92220001343,7.21512301124
-0.894825228968,1.9095145577
0.330062821538,-1.468901195
1.04859099899,-1.02512395763
1.3498993498,2.18504290685
1.24567510714,-0.463709737612
-0.691191472096,1.32218725125
1.28107337839,-0.709428997249
-0.727064310064,0.975672168575
-0.799168694368,2.40986485562
-0.00354562184841,-0.617329609417
0.512594635638,-1.37292175523
-0.16786086421,-3.35794707688
1.34633628212,0.441822273015
-0.615491977824,-0.54615246657
-0.743036696095,1.50114101839
1.01593613234,1.16939581806
-0.555155413808,-0.61730427396
0.436259361162,-2.8654582803
-0.146689715047,-0.695027465492
0.0234928243663,0.00854252502218
-0.258302185733,-2.92573655932
1.83915619071,0.928076371989
-0.193989587723,-1.74729241548
1.57413147016,1.47939993381
0.756900468505,-0.890313450459
-0.527124266028,1.07739396183
-0.753429475423,2.2711615583
0.0899466367836,-1.26096616747
1.68171225473,2.5807793365
-0.190674513639,-1.07618937009
-0.159084395598,-2.32728168576
-1.3731310011,4.65100380263
0.0480326179881,-1.45777347913
-1.57033297698,5.72220751114
-1.29522304213,6.05796783558
0.0745459947578,-3.4385420591
-0.881953183,2.40933849686
-0.232905616341,0.493034434432
-0.955098694735,1.77396024819
0.0235501724094,-0.852005637119
-0.970284643972,1.66419016995
