,u0,t0,te
0,0.739501482593,518.179251541,19.4435011597
1,0.757829850993,518.302438177,14.7560807939
2,0.665460377474,519.858521505,15.6397858944
3,0.843040913175,519.419911793,21.2752123748
4,0.850317250452,518.127409292,13.1249093439
5,0.875544296915,525.313596076,12.9912510157
6,0.698174539317,525.224792675,15.4893761686
7,0.633117785964,514.5325913,19.2416711085
8,0.708208133182,508.122391155,24.7664069122
9,0.764281658668,516.121492493,31.6393584552
10,0.720357718742,519.576669702,22.7311582361
11,0.592995510653,521.825927455,18.8242833151
12,0.309817774146,524.317482439,46.604671107
13,0.261243181469,519.900481037,38.1979345043
14,0.229558237642,519.853044181,40.8978967808
15,0.225769565528,513.989674804,45.3796290966
16,0.10214535422,525.076162382,55.5839027886
17,0.101659517299,514.201628004,57.6921683865
18,0.0825038404589,517.555244491,62.7752532563
19,0.0558622520733,515.750876831,67.7817794366
20,0.0667095676641,515.542784836,66.023630656
21,0.0660896778089,515.761186017,60.9371500324
22,0.0603296973967,514.295288108,61.9926594076
23,0.0481396328286,514.531117917,63.6800660741
24,0.0525272801766,513.487362046,62.1592716915
25,0.0568666329796,514.769334588,61.3288390413
26,0.0579117782662,514.518244379,67.9576781317
27,0.0575765462044,514.577325844,63.5137340101
28,0.0575108120567,514.926421369,63.0477211691
29,0.0544263730889,514.769548129,58.9893945835
30,0.0558345476647,514.415160877,58.4647119074
31,0.0571381533938,514.932120479,59.4277524571
32,0.0587908981372,514.331921801,55.2719777476
33,0.0498564632855,514.687378123,57.9838255295
34,0.0568215429186,514.497795149,59.9129743782
35,0.0526094928859,514.136583141,52.8742418291
36,0.0519122985991,515.081075097,56.0732827679
37,0.0577319047194,514.997086274,62.1415763458
38,0.0532229101066,514.656912827,62.9789380231
39,0.0559888051611,514.351197299,59.7751019874
40,0.0657338370386,514.571255384,57.0237736181
41,0.0658286957702,514.2285424,56.9390299768
42,0.0747947611236,514.76530075,60.780351347
43,0.0709809493534,514.597245491,54.1710752045
44,0.0494938728495,514.913038843,50.8159073323
45,0.0565563551388,515.239390131,45.3133765808
46,0.0510727096378,514.200178121,54.3240906664
47,0.0555644814232,515.026352713,60.1136460043
48,0.0570861406654,514.157387196,62.3717923777
49,0.0563237928566,514.264387666,67.4719988465
50,0.059410776415,514.529593142,61.9383867003
51,0.0519963695587,514.347770204,61.9300207061
52,0.0646263235029,515.598757676,58.8458000307
53,0.0697707802538,514.337983271,53.2312992912
54,0.0652833935777,515.384075749,51.3803992333
55,0.0490647518334,514.019974258,52.3168530419
56,0.0509214476553,513.688634311,58.0540750953
57,0.0561371471134,515.030376512,65.8477223904
58,0.0529247027443,514.151280528,65.3087465517
59,0.0606813212234,514.298180503,60.8949529334
60,0.0602227649042,514.820465484,66.4522985249
61,0.0597544855896,513.741130805,61.9685053344
62,0.0545306675178,515.224350361,57.4409582345
63,0.0438405557475,514.673632553,55.4876481887
64,0.0564557108473,515.670342357,58.0669047834
65,0.0554778124489,514.972178838,48.6705911892
66,0.0598362366424,515.071445765,52.6127340291
67,0.058928164904,514.453138315,61.3264862629
68,0.0508710815826,515.376472123,57.1283084155
69,0.0580454593629,515.380474082,58.0564949314
70,0.0579215437421,515.365800346,63.5954912638
71,0.0643495406248,515.14044804,56.3552969334
72,0.0479981879009,513.8547525,54.0667497379
73,0.0501707034331,514.475918152,55.5690871538
74,0.0522075117484,514.03914912,60.2788060457
75,0.0511626811949,514.582254986,59.3717885409
76,0.0502064492371,514.175392418,69.0584251931
77,0.0520935243615,514.364450107,67.6465953295
78,0.0536191101073,514.341000005,62.6682637879
79,0.0524716969517,514.687841677,63.688236501
80,0.0615075487309,514.401541201,67.8059397709
81,0.0509525166662,514.464477537,70.9780984886
82,0.0659063771055,515.037183378,69.6298292737
83,0.0591791459624,514.743630339,67.6089897704
84,0.0554344748365,514.297057864,60.8848961692
85,0.0523915032524,515.207836506,56.9496233904
86,0.055722651382,514.523022244,59.1758453637
87,0.0571199859411,514.717045034,67.0834424127
88,0.0533284974649,514.674466591,66.3602291832
89,0.0569136756749,514.543033816,71.5986402004
90,0.057213403579,515.268895454,68.8860586331
91,0.0531989929302,515.451001448,62.4697137455
92,0.0636700055851,514.24009163,55.6461965373
93,0.0464278878477,515.485870164,43.666550005
94,0.0614528920982,514.917511969,48.8236116739
95,0.0629231595149,514.26754504,49.7686091323
96,0.0666326580177,515.30930558,53.6533612524
97,0.0532846604704,514.08388345,53.5000947789
98,0.0473204880023,515.525209672,48.4286480534
99,0.0527835413577,515.469573473,44.773773203
100,0.049463906775,514.568766413,60.5239196619
101,0.0634172690885,514.647460433,67.8723919713
102,0.0565762376891,514.159318155,60.0480073567
103,0.0519223971055,513.930266062,59.2611233117
104,0.0629417497921,514.475068184,58.4231033072
105,0.057165439972,513.73561337,69.3100212473
106,0.0602044046584,515.597026657,65.3298522311
107,0.0680189180756,515.008878732,58.2305429787
108,0.0633987551303,514.936348442,67.8140506266
109,0.0595239731208,514.751096125,72.1909469102
110,0.0625923731269,514.73665373,77.8019602202
111,0.0567879227108,514.988532628,75.1843811889
112,0.0616434754221,514.506840783,80.8651833536
113,0.0649382159922,515.103054685,75.1051551728
114,0.0546088688294,513.921507217,73.6587925483
115,0.0658912511899,513.989945405,71.5477182457
